sample,DDX11L1,WASH7P,MIR6859-1,MIR1302-2HG,FAM138A,OR4G4P,OR4G11P,OR4F5,RP11-34P13.7,CICP27,tissue_type
GTEX-11ZTS-0011-R8a-SM-57WDI,0.01585,1.321,0.0,0.03165,0.0,0.06525,0.02915,0.1493,0.02665,0.01583,Hypothalamus 
GTEX-11ZTS-0011-R9b-SM-DO93Q,0.030260000000000002,1.084,0.0,0.0,0.0,0.0,0.02783,0.0855,0.02544,0.03023,Spinal cord (cervical c-1) 
GTEX-11ZTS-3226-SM-5EGID,0.0,4.742,0.0,0.05194,0.0,0.2142,0.09571,0.196,0.1312,0.03898,Cerebellum 
GTEX-11ZU8-0011-R4a-SM-5BC6Y,0.017240000000000002,0.3142,0.0,0.03442,0.0,0.07097,0.09512999999999999,0.09741,0.0,0.025830000000000002,Amygdala 
GTEX-11ZUS-0011-R11b-SM-5BC7B,0.0,6.796,0.0,0.06638,0.0,0.0,0.06116,0.0,0.055889999999999995,0.0,Cerebellar Hemisphere 
GTEX-11ZUS-0011-R8a-SM-5BC73,0.0,3.3339999999999996,0.0,0.05439,0.0,0.1122,0.0,0.05131,0.0,0.0,Hypothalamus 
GTEX-11ZUS-0011-R9b-SM-5BC76,0.02494,3.475,0.0,0.0,0.0,0.0,0.2294,0.0,0.02096,0.0,Spinal cord (cervical c-1) 
GTEX-11ZUS-2826-SM-5EQKW,0.07297000000000001,10.01,0.0,0.0,0.0,0.050069999999999996,0.0,0.045810000000000003,0.040889999999999996,0.1215,Cerebellum 
GTEX-11ZUS-2926-SM-5FQSL,0.02047,3.1180000000000003,0.0,0.0,0.0,0.1685,0.07529,0.1542,0.1032,0.0,Cortex 
GTEX-11ZVC-0011-R1b-SM-5BC6M,0.0,0.9373,0.0,0.0,0.026180000000000002,0.152,0.2716,0.1738,0.031030000000000002,0.009219,Hippocampus 
GTEX-11ZVC-0011-R3a-SM-5BC6V,0.0,0.6494,0.0,0.0,0.03265,0.06318,0.1129,0.1879,0.0258,0.0,Anterior cingulate cortex (BA24) 
GTEX-11ZVC-0011-R4a-SM-5BC6Z,0.0,0.8229,0.0,0.06642,0.02359,0.13699999999999998,0.1224,0.2193,0.027960000000000002,0.0,Amygdala 
GTEX-11ZVC-0011-R9a-SM-57WC5,0.0,1.6440000000000001,0.0,0.0,0.02889,0.04193,0.2248,0.03837,0.051370000000000006,0.0,Spinal cord (cervical c-1) 
GTEX-11ZVC-3026-SM-59HJM,0.0,4.496,0.0,0.0,0.0,0.1571,0.1755,0.1078,0.0,0.038110000000000005,Cerebellum 
GTEX-12126-0011-R10b-SM-5BC6T,0.02101,2.845,0.0,0.08391,0.0,0.08651,0.1933,0.039580000000000004,0.03533,0.0,Frontal Cortex (BA9) 
GTEX-12126-0011-R11a-SM-5BC6X,0.03362,9.061,0.0,0.06712,0.04768,0.0,0.06184,0.1266,0.0,0.01679,Cerebellar Hemisphere 
GTEX-12126-0011-R9b-SM-5BC6P,0.0,4.413,0.0,0.0,0.0,0.0,0.09817999999999999,0.0,0.0,0.0,Spinal cord (cervical c-1) 
GTEX-12126-0926-SM-5FQTW,0.0,13.08,0.0,0.1828,0.0,0.0,0.0,0.05749,0.0,0.0,Cerebellum 
GTEX-12126-1026-SM-5P9JJ,0.03046,3.827,0.0,0.0,0.0,0.03135,0.056029999999999996,0.057370000000000004,0.0128,0.0,Cortex 
GTEX-1212Z-0011-R1b-SM-5BC72,0.0216,1.35,0.0,0.08624,0.03063,0.08891,0.1192,0.04068,0.0,0.010790000000000001,Hippocampus 
GTEX-12584-0011-R6a-SM-5NQ7C,0.0,1.284,0.0,0.0,0.01917,0.05562,0.02485,0.0509,0.034069999999999996,0.026989999999999997,Nucleus accumbens (basal ganglia) 
GTEX-1269C-3126-SM-5EGI6,0.0,3.051,0.0,0.09547,0.03391,0.049210000000000004,0.1759,0.09006,0.0201,0.03582,Cerebellum 
GTEX-12WSA-0011-R10b-SM-5P9ET,0.0,2.456,0.0,0.04072,0.014459999999999999,0.04198,0.1688,0.1921,0.0,0.0,Frontal Cortex (BA9) 
GTEX-12WSA-0011-R2a-SM-57WDK,0.01789,2.748,0.0,0.0,0.0,0.0,0.03291,0.03369,0.06015,0.01787,Substantia nigra 
GTEX-12WSA-0011-R4a-SM-57WB7,0.015090000000000001,1.2570000000000001,0.0,0.06026,0.0,0.03106,0.055510000000000004,0.1137,0.01268,0.0,Amygdala 
GTEX-12WSA-0011-R5b-SM-5GU5I,0.0,1.962,0.0,0.0376,0.02671,0.07754,0.1386,0.0,0.0,0.0,Caudate (basal ganglia) 
GTEX-12WSA-0011-R7b-SM-5GU5U,0.01902,1.8319999999999999,0.0,0.07593,0.026969999999999997,0.0,0.1399,0.03582,0.0,0.037989999999999996,Putamen (basal ganglia) 
GTEX-12WSA-0011-R8a-SM-5P9EX,0.01024,4.105,0.0,0.0,0.0,0.08428,0.05649,0.1157,0.0,0.035789999999999995,Hypothalamus 
GTEX-12WSA-2926-SM-5EQ4D,0.03227,2.185,0.0,0.06443,0.0,0.06642,0.08903,0.060779999999999994,0.04069,0.008058,Cortex 
GTEX-12WSC-0011-R10a-SM-5GU57,0.0,3.7539999999999996,0.0,0.0,0.0,0.0,0.08224,0.0421,0.01879,0.0,Frontal Cortex (BA9) 
GTEX-12WSC-0011-R11a-SM-5GU5J,0.0,8.314,0.0,0.06312000000000001,0.0,0.0,0.0,0.1786,0.02657,0.0,Cerebellar Hemisphere 
GTEX-12WSC-0011-R3a-SM-5P9F1,0.01057,2.6830000000000003,0.0,0.0,0.0,0.08701,0.0,0.039810000000000005,0.008883,0.01583,Anterior cingulate cortex (BA24) 
GTEX-12WSC-0011-R5b-SM-5CVNS,0.0,2.593,0.0,0.07798,0.0,0.0402,0.07184,0.07356,0.03283,0.01951,Caudate (basal ganglia) 
GTEX-12WSC-0011-R6b-SM-5LU99,0.0,4.124,0.0,0.09166,0.032560000000000006,0.0,0.08444,0.1297,0.01929,0.045860000000000005,Nucleus accumbens (basal ganglia) 
GTEX-12WSC-0011-R7b-SM-5LU9L,0.0,3.9539999999999997,0.0,0.0,0.03812,0.0,0.04944,0.1519,0.0,0.04027,Putamen (basal ganglia) 
GTEX-12WSC-0011-R9a-SM-5GU4U,0.09479,3.929,0.0,0.0,0.0,0.03252,0.029060000000000002,0.08927,0.026560000000000004,0.0,Spinal cord (cervical c-1) 
GTEX-12WSC-2926-SM-5BC5Z,0.0,7.795,0.0,0.058589999999999996,0.04163,0.1208,0.05397999999999999,0.055279999999999996,0.0,0.0,Cerebellum 
GTEX-12WSC-3026-SM-5GCNF,0.0211,4.037,0.0,0.04212,0.0,0.04342,0.2328,0.2384,0.0,0.0,Cortex 
GTEX-12WSD-0011-R11a-SM-9OSVC,0.03951,17.08,0.0,0.0,0.05605,0.08133,0.0,0.0,0.03321,0.009867,Cerebellar Hemisphere 
GTEX-12WSD-0011-R1b-SM-5LZVY,0.03695,6.278,0.0,0.1107,0.0,0.0,0.03398,0.174,0.03106,0.0,Hippocampus 
GTEX-12WSD-0011-R2a-SM-5LZWB,0.015430000000000001,2.551,0.0,0.0308,0.02188,0.03175,0.05674,0.1743,0.012969999999999999,0.04622,Substantia nigra 
GTEX-12WSD-0011-R3b-SM-5LZWN,0.0347,4.067,0.0,0.03464,0.0,0.07143,0.09575,0.1634,0.01459,0.01733,Anterior cingulate cortex (BA24) 
GTEX-12WSD-0011-R4b-SM-5LZUA,0.0,4.229,0.0,0.0,0.0,0.1084,0.09689,0.03307,0.014759999999999999,0.0,Amygdala 
GTEX-12WSD-0011-R5b-SM-5CVNG,0.0,2.9419999999999997,0.0,0.03443,0.02446,0.1065,0.1269,0.2599,0.0,0.017230000000000002,Caudate (basal ganglia) 
GTEX-12WSD-0011-R6b-SM-5P9JU,0.0,7.395,0.0,0.02766,0.0,0.0,0.050960000000000005,0.05218,0.05822000000000001,0.0,Nucleus accumbens (basal ganglia) 
GTEX-12WSD-0011-R7b-SM-5PNWE,0.0,3.052,0.0,0.03868,0.0,0.0,0.07126,0.0,0.0,0.009675,Putamen (basal ganglia) 
GTEX-12WSD-0011-R9a-SM-5GU6W,0.0,7.816,0.0,0.059629999999999996,0.0,0.06147999999999999,0.054939999999999996,0.1125,0.02511,0.029830000000000002,Spinal cord (cervical c-1) 
GTEX-12WSD-3026-SM-5LZU7,0.0,12.89,0.0,0.09387999999999999,0.03335,0.0,0.04325,0.08856,0.03952,0.04697,Cerebellum 
GTEX-12WSD-3126-SM-5HL7P,0.0,7.667000000000001,0.0,0.0,0.0,0.0418,0.03735,0.03825,0.0,0.0,Cortex 
GTEX-12WSE-0011-R10b-SM-5P9JV,0.01602,2.336,0.0,0.0,0.0,0.03298,0.1474,0.1207,0.01347,0.032010000000000004,Frontal Cortex (BA9) 
GTEX-12WSE-0011-R11b-SM-5P9JW,0.047330000000000004,5.053,0.0,0.0,0.0,0.0,0.04353,0.08915,0.01989,0.02364,Cerebellar Hemisphere 
GTEX-12WSE-0011-R1b-SM-5GU4V,0.04011,3.603,0.0,0.1201,0.02845,0.0,0.03689,1.36,0.0,0.0,Hippocampus 
GTEX-12WSE-0011-R6b-SM-5LZV5,0.01617,2.084,0.0,0.03228,0.0,0.033280000000000004,0.0,0.3349,0.0,0.0,Nucleus accumbens (basal ganglia) 
GTEX-12WSE-0011-R7a-SM-5PNWF,0.0,0.9434,0.0,0.06729,0.0,0.06937,0.061989999999999996,2.3169999999999997,0.02833,0.0,Putamen (basal ganglia) 
GTEX-12WSE-2926-SM-5RQJ9,0.0,7.085,0.0,0.0,0.0,0.0,0.06256,0.1922,0.028589999999999997,0.0,Cerebellum 
GTEX-12WSF-0011-R10a-SM-5LZVH,0.0,4.296,0.0,0.05313,0.0,0.0,0.04894,0.0,0.04473,0.02658,Frontal Cortex (BA9) 
GTEX-12WSF-0011-R11a-SM-5LZVT,0.05293,8.338,0.0,0.0,0.0,0.0,0.0,0.049839999999999995,0.02224,0.03965,Cerebellar Hemisphere 
GTEX-12WSF-0011-R1a-SM-5DUVI,0.0,2.01,0.0,0.04166,0.0296,0.04295,0.038380000000000004,0.1179,0.01754,0.0,Hippocampus 
GTEX-12WSF-0011-R2a-SM-5DUVU,0.015330000000000002,1.217,0.0,0.0306,0.0,0.03155,0.05637999999999999,0.0,0.0,0.0,Substantia nigra 
GTEX-12WSF-0011-R3a-SM-5DUW7,0.03671,1.7209999999999999,0.0,0.0,0.026039999999999997,0.03778,0.1013,0.03457,0.0,0.0,Anterior cingulate cortex (BA24) 
GTEX-12WSF-0011-R4b-SM-5HL88,0.0,2.595,0.0,0.0,0.0,0.1548,0.03458,0.07082000000000001,0.0158,0.01878,Amygdala 
GTEX-12WSF-0011-R5a-SM-5HL8K,0.0,2.635,0.0,0.0,0.0,0.0,0.0396,0.0811,0.03619,0.0,Caudate (basal ganglia) 
GTEX-12WSF-0011-R6b-SM-5HL8W,0.0,1.482,0.0,0.06887,0.0,0.0,0.06345,0.03249,0.0,0.017230000000000002,Nucleus accumbens (basal ganglia) 
GTEX-12WSF-0011-R7b-SM-5HL99,0.0,2.535,0.0,0.030610000000000002,0.02174,0.03155,0.0282,0.05775,0.0,0.030619999999999998,Putamen (basal ganglia) 
GTEX-12WSF-3126-SM-6M478,0.0,3.4560000000000004,0.0,0.0,0.0,0.0,0.03875,0.1587,0.0,0.0,Cortex 
GTEX-12WSH-0011-R10a-SM-5LZUS,0.0,2.015,0.0,0.0,0.033780000000000004,0.0,0.0,0.1794,0.06005,0.03568,Frontal Cortex (BA9) 
GTEX-12WSH-0011-R11a-SM-5LZVM,0.03152,4.39,0.0,0.0,0.0,0.0,0.0,0.05936,0.026489999999999996,0.06296,Cerebellar Hemisphere 
GTEX-12WSH-0011-R1a-SM-5GU5V,0.0,1.9369999999999998,0.0,0.0,0.0,0.0,0.07299,0.07474,0.0,0.04955,Hippocampus 
GTEX-12WSH-0011-R2a-SM-5GU68,0.0,1.126,0.0,0.1151,0.0,0.1187,0.07072,0.1086,0.03232,0.0,Substantia nigra 
GTEX-12WSH-0011-R4a-SM-5GU6K,0.01996,1.013,0.0,0.0,0.0,0.0,0.0,0.1128,0.01678,0.0,Amygdala 
GTEX-12WSH-0011-R5b-SM-5P9F3,0.0,0.6747,0.0,0.0,0.013869999999999999,0.060379999999999996,0.1439,0.1105,0.024659999999999998,0.04883,Caudate (basal ganglia) 
GTEX-12WSH-0011-R6b-SM-5P9F4,0.0,1.235,0.0,0.04456,0.03166,0.022969999999999997,0.061579999999999996,0.1051,0.0,0.09475,Nucleus accumbens (basal ganglia) 
GTEX-12WSH-0011-R9b-SM-5LZUG,0.02745,2.859,0.0,0.0,0.0,0.0565,0.0,0.1034,0.04614,0.05483,Spinal cord (cervical c-1) 
GTEX-12WSH-3026-SM-5CVNI,0.01848,1.6840000000000002,0.0,0.03689,0.05242,0.03804,0.102,0.06961,0.03107,0.05537,Cortex 
GTEX-12WSH-3126-SM-5LZW8,0.0,3.5269999999999997,0.0,0.0,0.05192000000000001,0.0,0.0,0.0,0.061529999999999994,0.05484,Cerebellum 
GTEX-12WSI-0011-R11b-SM-5P9EZ,0.0,4.992,0.4827,0.0379,0.0,0.0,0.0,0.0715,0.0,0.01896,Cerebellar Hemisphere 
GTEX-12WSI-0011-R7b-SM-5GU78,0.02348,2.017,0.0,0.04687,0.0,0.09665,0.08637,0.7517,0.01973,0.011729999999999999,Putamen (basal ganglia) 
GTEX-12WSM-0011-R10a-SM-5DUWV,0.0,1.3840000000000001,0.0,0.08662,0.0923,0.0893,0.0399,0.04086,0.01823,0.01083,Frontal Cortex (BA9) 
GTEX-12WSM-0011-R11a-SM-5DUX8,0.0,7.066,0.0,0.0,0.0,0.07254,0.06482,0.0,0.05925,0.1232,Cerebellar Hemisphere 
GTEX-12WSM-0011-R1a-SM-5LZW6,0.02035,2.173,0.0,0.08127999999999999,0.0,0.08379,0.03744,0.03834,0.0,0.0305,Hippocampus 
GTEX-12WSM-0011-R3b-SM-5LZWI,0.0,3.964,0.0,0.04079,0.0,0.0,0.0,0.1154,0.0,0.04082,Anterior cingulate cortex (BA24) 
GTEX-12WSM-0011-R5a-SM-5EQ4Y,0.017830000000000002,1.2309999999999999,0.0,0.0,0.0253,0.07342,0.06561,0.06717999999999999,0.0,0.008907,Caudate (basal ganglia) 
GTEX-12WSM-0011-R6b-SM-5EQ6N,0.0,1.74,0.0,0.0,0.0,0.05392,0.0,0.024669999999999997,0.022019999999999998,0.03925,Nucleus accumbens (basal ganglia) 
GTEX-12WSM-0011-R7b-SM-5EGLD,0.0,1.4509999999999998,0.0,0.07675,0.0,0.1055,0.047139999999999994,0.1448,0.0,0.0256,Putamen (basal ganglia) 
GTEX-12WSM-0011-R8a-SM-5DUWJ,0.0,3.034,0.0,0.0,0.0,0.0,0.06805,0.06967999999999999,0.0311,0.03695,Hypothalamus 
GTEX-12WSM-2126-SM-5GCOC,0.0,10.48,0.0,0.07269,0.0,0.0,0.2009,0.0,0.06121,0.07274,Cerebellum 
GTEX-12ZZW-0011-R10b-SM-5HL9X,0.0,1.273,0.0,0.030510000000000002,0.0,0.03146,0.056220000000000006,0.05757,0.01285,0.0,Frontal Cortex (BA9) 
GTEX-12ZZW-0011-R3a-SM-5DUWW,0.0,1.095,0.0,0.03052,0.02169,0.03147,0.05624,0.0,0.01285,0.015269999999999999,Anterior cingulate cortex (BA24) 
GTEX-12ZZW-0011-R4a-SM-5DUX9,0.0,1.008,0.0,0.0,0.0,0.08387,0.2248,0.07675,0.0,0.0,Amygdala 
GTEX-12ZZW-0011-R5a-SM-5DUVN,0.0,1.2329999999999999,0.0,0.1261,0.0,0.04332,0.03871,0.039639999999999995,0.07076,0.03153,Caudate (basal ganglia) 
GTEX-12ZZW-0011-R6a-SM-5DUVZ,0.01761,0.9629,0.0,0.035160000000000004,0.024980000000000002,0.036239999999999994,0.032389999999999995,0.0,0.0296,0.02638,Nucleus accumbens (basal ganglia) 
GTEX-12ZZW-0011-R7a-SM-5DUWC,0.0,0.6944,0.0,0.0,0.0,0.03659,0.0654,0.06697,0.01494,0.008879000000000001,Putamen (basal ganglia) 
GTEX-12ZZW-2926-SM-5LZUP,0.0,1.9569999999999999,0.0,0.033710000000000004,0.0,0.0,0.09318,0.09541000000000001,0.014190000000000001,0.008433,Cortex 
GTEX-12ZZX-0011-R10b-SM-5DUWK,0.0251,1.993,0.0,0.0,0.0,0.051660000000000005,0.046169999999999996,0.0,0.0422,0.1128,Frontal Cortex (BA9) 
GTEX-12ZZX-0011-R11a-SM-5DUVJ,0.0,6.733,0.0,0.07072,0.0,0.07291,0.0,0.0,0.08932000000000001,0.1415,Cerebellar Hemisphere 
GTEX-12ZZX-0011-R1a-SM-5EQ6B,0.0,2.134,0.0,0.0,0.02767,0.1205,0.1077,0.0,0.0164,0.01949,Hippocampus 
GTEX-12ZZX-0011-R2a-SM-5EGLG,0.020040000000000002,2.062,0.0,0.0,0.05686,0.0,0.1106,0.0,0.0,0.0,Substantia nigra 
GTEX-12ZZX-0011-R3b-SM-5EGLH,0.018359999999999998,1.4580000000000002,0.0,0.0,0.0,0.03778,0.06752000000000001,0.06914,0.0,0.03667,Anterior cingulate cortex (BA24) 
GTEX-12ZZX-0011-R5a-SM-5HL89,0.01426,1.541,0.0,0.0,0.0,0.02936,0.1312,0.026860000000000002,0.05995,0.03562,Caudate (basal ganglia) 
GTEX-12ZZX-0011-R6a-SM-5HL8L,0.0,1.8030000000000002,0.0,0.0,0.0,0.04386,0.0392,0.040139999999999995,0.03583,0.04257,Nucleus accumbens (basal ganglia) 
GTEX-12ZZX-0011-R7b-SM-5DUVV,0.0,1.212,0.0,0.037160000000000006,0.0,0.038310000000000004,0.03424,0.07012,0.01565,0.009295999999999999,Putamen (basal ganglia) 
GTEX-12ZZX-0011-R8a-SM-5DUW8,0.0,2.149,0.0,0.0,0.0,0.04995,0.0,0.1828,0.0204,0.02424,Hypothalamus 
GTEX-12ZZX-2826-SM-5BC6K,0.032,8.29,0.0,0.0,0.09076000000000001,0.0,0.0,0.0,0.026889999999999997,0.1758,Cerebellum 
GTEX-12ZZX-2926-SM-5GCOQ,0.0,3.0189999999999997,0.0,0.1018,0.07229,0.1574,0.04687,0.28800000000000003,0.0,0.02545,Cortex 
GTEX-12ZZY-0011-R10b-SM-5HL7W,0.0,1.617,0.0,0.03875,0.0,0.0,0.0,0.0,0.016319999999999998,0.009694,Frontal Cortex (BA9) 
GTEX-12ZZY-0011-R5a-SM-5EGL9,0.0,2.004,0.0,0.2144,0.0,0.0,0.1317,0.033710000000000004,0.0,0.0,Caudate (basal ganglia) 
GTEX-12ZZY-0011-R6b-SM-5EGLA,0.01824,1.2109999999999999,0.0,0.03642,0.0,0.0,0.03355,0.03435,0.015330000000000002,0.02733,Nucleus accumbens (basal ganglia) 
GTEX-12ZZY-0011-R7a-SM-5EGLB,0.0,1.06,0.0,0.08336,0.02961,0.04297,0.0768,0.03932,0.07019,0.0,Putamen (basal ganglia) 
GTEX-12ZZY-2926-SM-5DUXO,0.03419,4.985,0.0,0.0,0.0,0.1407,0.1258,0.1288,0.0,0.0,Cerebellum 
GTEX-12ZZY-3026-SM-5GCOU,0.05319,4.294,0.6762,0.1593,0.0,0.1095,0.1468,0.050089999999999996,0.02235,0.05313,Cortex 
GTEX-12ZZZ-0011-R10a-SM-5P9HC,0.01326,1.5719999999999998,0.0,0.05296,0.0,0.08191,0.122,0.049960000000000004,0.0,0.01987,Frontal Cortex (BA9) 
GTEX-12ZZZ-0011-R11a-SM-5EGLC,0.01294,3.8080000000000003,0.0,0.0,0.0,0.053279999999999994,0.0,0.04875,0.0,0.05171,Cerebellar Hemisphere 
GTEX-12ZZZ-0011-R3b-SM-5DUXK,0.01763,1.538,0.0,0.0,0.0,0.07257000000000001,0.03242,0.0996,0.02963,0.01761,Anterior cingulate cortex (BA24) 
GTEX-12ZZZ-0011-R4b-SM-5DUV7,0.0,0.9234,0.0,0.0944,0.0,0.03244,0.2899,0.1781,0.0,0.0,Amygdala 
GTEX-12ZZZ-0011-R5a-SM-5EQ4M,0.0,1.963,0.0,0.04067,0.0,0.2097,0.037469999999999996,0.0,0.01712,0.06104,Caudate (basal ganglia) 
GTEX-12ZZZ-0011-R6b-SM-5EQ5B,0.032780000000000004,1.11,0.0,0.0,0.0,0.0,0.03015,0.061739999999999996,0.0,0.0,Nucleus accumbens (basal ganglia) 
GTEX-12ZZZ-0011-R7b-SM-5EGLE,0.015780000000000002,1.5819999999999999,0.0,0.09452,0.0,0.06496,0.02903,0.08917,0.01326,0.01576,Putamen (basal ganglia) 
GTEX-12ZZZ-3026-SM-5BC67,0.026180000000000002,2.795,0.0,0.0,0.0,0.0,0.04815,0.0,0.0,0.0,Cortex 
GTEX-12ZZZ-3126-SM-5LZU6,0.0,4.9910000000000005,0.0,0.053529999999999994,0.0,0.0,0.0,0.1515,0.04507,0.0,Cerebellum 
GTEX-13112-0011-R1b-SM-5HL7K,0.0137,1.177,0.0,0.0,0.0,0.028189999999999996,0.05039,0.0516,0.0,0.02052,Hippocampus 
GTEX-13112-0011-R3b-SM-5HL9L,0.0,1.104,0.0,0.07525,0.0,0.0,0.03467,0.07099,0.0,0.028239999999999998,Anterior cingulate cortex (BA24) 
GTEX-13112-0011-R4b-SM-5DUXL,0.0,0.9733,0.0,0.03392,0.0,0.06994,0.09375,0.032,0.014280000000000001,0.0,Amygdala 
GTEX-13112-0011-R5b-SM-5DUV8,0.0,0.4088,0.0,0.033,0.02344,0.03402,0.0304,0.09337999999999999,0.0,0.0,Caudate (basal ganglia) 
GTEX-13112-0011-R6b-SM-5DUVK,0.0,0.7501,0.0,0.0,0.0,0.07651000000000001,0.1709,0.07001,0.015619999999999998,0.0,Nucleus accumbens (basal ganglia) 
GTEX-13112-0011-R7b-SM-5DUVW,0.0,0.9251,0.0,0.0,0.0,0.1045,0.2178,0.1274,0.042660000000000003,0.0169,Putamen (basal ganglia) 
GTEX-13112-0011-R8b-SM-664OV,0.0,0.7524,0.0,0.0,0.0,0.04855,0.1085,0.1999,0.06939,0.02356,Hypothalamus 
GTEX-13112-2926-SM-5DUWT,0.0,3.997,0.0,0.2215,0.0,0.07612999999999999,0.1361,0.06966,0.0,0.0,Cerebellum 
GTEX-1313W-0011-R10b-SM-5DUXA,0.0,2.798,0.0,0.1262,0.02988,0.04336,0.0775,0.11900000000000001,0.05312000000000001,0.08417000000000001,Frontal Cortex (BA9) 
GTEX-1313W-0011-R11a-SM-5DUXN,0.06734,8.022,0.0,0.0,0.0,0.0693,0.0,0.1268,0.0,0.03363,Cerebellar Hemisphere 
GTEX-1313W-0011-R1b-SM-5EQ4A,0.0,1.838,0.0,0.07046000000000001,0.0,0.0,0.03246,0.1329,0.0,0.008812,Hippocampus 
GTEX-1313W-0011-R2a-SM-5EGLF,0.0,2.3080000000000003,0.0,0.03403,0.0,0.0,0.0,0.0963,0.02865,0.0,Substantia nigra 
GTEX-1313W-0011-R3a-SM-5EGLI,0.0,1.57,0.0,0.0,0.0,0.03598,0.03215,0.06584,0.0,0.01746,Anterior cingulate cortex (BA24) 
GTEX-1313W-0011-R4b-SM-5KLZV,0.03167,1.7109999999999999,0.0,0.0,0.02246,0.03259,0.1747,0.05965,0.026619999999999998,0.015819999999999997,Amygdala 
GTEX-1313W-0011-R5b-SM-5L3EP,0.0,1.649,0.0,0.04213,0.0,0.04344,0.03882,0.159,0.0,0.02108,Caudate (basal ganglia) 
GTEX-1313W-0011-R6a-SM-5K7XO,0.04668,1.215,0.0,0.09319,0.0,0.0,0.04293,0.08791,0.01962,0.02331,Nucleus accumbens (basal ganglia) 
GTEX-1313W-0011-R7b-SM-5DUWL,0.0,1.9909999999999999,0.0,0.0,0.029710000000000004,0.0,0.03852,0.1183,0.08802,0.010459999999999999,Putamen (basal ganglia) 
GTEX-1313W-0011-R8a-SM-5DUVM,0.02083,2.793,0.0,0.04158,0.0,0.04287,0.1532,0.07845,0.0,0.04161,Hypothalamus 
GTEX-1313W-3026-SM-5LZUZ,0.0,5.721,0.0,0.0,0.0,0.1391,0.06217,0.191,0.02841,0.033760000000000005,Cerebellum 
GTEX-1313W-3126-SM-5LZUI,0.0,2.4330000000000003,0.0,0.0,0.0,0.0,0.0,0.04293,0.057479999999999996,0.056920000000000005,Cortex 
GTEX-131XH-0011-R10a-SM-5EGLJ,0.0,5.941,0.0,0.1918,0.03406,0.1483,0.1325,0.09047000000000001,0.08075,0.03598,Frontal Cortex (BA9) 
GTEX-131XH-0011-R11a-SM-5EGLN,0.0,11.1,0.0,0.0,0.08701,0.06312999999999999,0.0,0.1155,0.02578,0.0,Cerebellar Hemisphere 
GTEX-131XH-0011-R1a-SM-5DUWA,0.0,3.747,0.0,0.0,0.0,0.05537,0.09895,0.152,0.0,0.0,Hippocampus 
GTEX-131XH-0011-R2b-SM-5DUVY,0.0,6.849,0.0,0.0,0.0,0.1504,0.0448,0.0,0.0,0.0,Substantia nigra 
GTEX-131XH-0011-R3b-SM-5DUWM,0.0,5.941,0.0,0.0,0.0,0.06347,0.1134,0.058070000000000004,0.0,0.0154,Anterior cingulate cortex (BA24) 
GTEX-131XH-0011-R4b-SM-5DUWB,0.0,5.728,0.0,0.0,0.0,0.053579999999999996,0.1915,0.09806000000000001,0.02188,0.013000000000000001,Amygdala 
GTEX-131XH-0011-R6a-SM-5KM2G,0.043410000000000004,5.171,0.0,0.0,0.06157000000000001,0.1787,0.03992,0.1226,0.036489999999999995,0.0,Nucleus accumbens (basal ganglia) 
GTEX-131XH-0011-R8a-SM-5EGLL,0.0,4.573,0.0,0.0,0.03057,0.08871,0.039639999999999995,0.08118,0.0,0.03229,Hypothalamus 
GTEX-131XH-2926-SM-5LZU4,0.0,17.86,0.8001,0.06282,0.0,0.0,0.0,0.0,0.02645,0.03143,Cerebellum 
GTEX-131XW-0011-R10a-SM-5DUVA,0.0,0.9588,0.0,0.0,0.0,0.2475,0.1935,0.3114,0.0379,0.08257,Frontal Cortex (BA9) 
GTEX-131XW-0011-R11a-SM-5DUV9,0.01788,1.443,0.0,0.0,0.0,0.0,0.09863999999999999,0.10099999999999999,0.03005,0.008928,Cerebellar Hemisphere 
GTEX-131XW-0011-R6b-SM-5K7XY,0.0,0.4627,0.0,0.0,0.0,0.034839999999999996,0.06226,0.09562999999999999,0.0,0.0,Nucleus accumbens (basal ganglia) 
GTEX-131XW-0011-R8a-SM-5DUWY,0.0,0.4324,0.0,0.0,0.0,0.03108,0.02777,0.0,0.02538,0.015080000000000001,Hypothalamus 
GTEX-131XW-0011-R9a-SM-5N9EO,0.0,2.653,0.0,0.0,0.0,0.07424,0.0,0.06792999999999999,0.03032,0.0,Spinal cord (cervical c-1) 
GTEX-131XW-3126-SM-5LZUC,0.0,1.476,0.0,0.0328,0.0,0.06763,0.0,0.09282,0.02762,0.01641,Cortex 
GTEX-131YS-0011-R10b-SM-5EQ5N,0.0,4.137,0.0,0.08997999999999999,0.0,0.0,0.04145,0.0,0.07576000000000001,0.04501,Frontal Cortex (BA9) 
GTEX-131YS-0011-R11b-SM-5EGLM,0.07007999999999999,10.17,0.0,0.0,0.0,0.07212,0.1289,0.132,0.08836000000000001,0.315,Cerebellar Hemisphere 
GTEX-131YS-0011-R1a-SM-5DUXC,0.0,2.386,0.0,0.0,0.023,0.06677000000000001,0.1193,0.09164,0.06816,0.0648,Hippocampus 
GTEX-131YS-0011-R3b-SM-5DUXB,0.0,4.109,0.0,0.09769,0.0,0.05036,0.09,0.09215,0.02056,0.0,Anterior cingulate cortex (BA24) 
GTEX-131YS-0011-R4a-SM-5DUVL,0.04855,4.045,0.0,0.09693,0.06886,0.0,0.04465,0.04572,0.06121,0.06062000000000001,Amygdala 
