sample,DDX11L1_expression,tissue_type
GTEX-1EH9U-0011-R3b-SM-CL534,0.01065,Anterior cingulate cortex (BA24) 
GTEX-1EH9U-0011-R5a-SM-CJI2K,0.009173,Caudate (basal ganglia) 
GTEX-1EH9U-0011-R6a-SM-CJI2C,0,Nucleus accumbens (basal ganglia) 
GTEX-1EH9U-0011-R7a-SM-9QEGU,0,Putamen (basal ganglia) 
GTEX-1EH9U-0011-R9b-SM-9WG5T,0,Spinal cord (cervical c-1) 
GTEX-1EH9U-3126-SM-7MXU5,0.01421,Cerebellum 
GTEX-1EKGG-0011-R11a-SM-9QEHZ,0.01956,Cerebellar Hemisphere 
GTEX-1EKGG-0011-R1b-SM-9QEI1,0,Hippocampus 
GTEX-1EKGG-0011-R2a-SM-CE6R8,0.01733,Substantia nigra 
GTEX-1EKGG-0011-R5a-SM-9OSVQ,0,Caudate (basal ganglia) 
GTEX-1EKGG-0011-R6a-SM-CL538,0,Nucleus accumbens (basal ganglia) 
GTEX-1EKGG-0011-R7a-SM-CKZNN,0,Putamen (basal ganglia) 
GTEX-1EKGG-0011-R9a-SM-CMKFV,0,Spinal cord (cervical c-1) 
GTEX-1EKGG-2926-SM-7EPIH,0.04713,Cortex 
GTEX-1EKGG-3126-SM-9WPO5,0,Cerebellum 
GTEX-1EMGI-0011-R10a-SM-9OSWY,0.02235,Frontal Cortex (BA9) 
GTEX-1EMGI-0011-R11b-SM-9OSWX,0,Cerebellar Hemisphere 
GTEX-1EMGI-0011-R1b-SM-9OSWZ,0.03179,Hippocampus 
GTEX-1EMGI-0011-R2b-SM-9OSVS,0,Substantia nigra 
GTEX-1EMGI-0011-R3b-SM-CE6R9,0,Anterior cingulate cortex (BA24) 
GTEX-1EMGI-0011-R4b-SM-CJI2D,0,Amygdala 
GTEX-1EMGI-0011-R5a-SM-CJI2E,0,Caudate (basal ganglia) 
GTEX-1EMGI-0011-R6a-SM-9OSVR,0,Nucleus accumbens (basal ganglia) 
GTEX-1EMGI-0011-R7b-SM-9QEH5,0.01454,Putamen (basal ganglia) 
GTEX-1EMGI-0011-R8b-SM-9QEID,0.02578,Hypothalamus 
GTEX-1EMGI-3026-SM-7P8P6,0,Cortex 
GTEX-1EMGI-3126-SM-7MXUR,0.09043,Cerebellum 
GTEX-1EN7A-0011-R3a-SM-9OSVT,0.009362,Anterior cingulate cortex (BA24) 
GTEX-1EN7A-0011-R5a-SM-9QEH6,0,Caudate (basal ganglia) 
GTEX-1EN7A-0011-R6b-SM-9QEHW,0.01274,Nucleus accumbens (basal ganglia) 
GTEX-1EN7A-0011-R7b-SM-9QEHX,0,Putamen (basal ganglia) 
GTEX-1EN7A-3026-SM-7PBYT,0,Cortex 
GTEX-1EU9M-0011-R2b-SM-9QEH7,0,Substantia nigra 
GTEX-1EU9M-0011-R3a-SM-9QEHY,0.01355,Anterior cingulate cortex (BA24) 
GTEX-1EU9M-0011-R7b-SM-9OSVU,0.008386,Putamen (basal ganglia) 
GTEX-1EU9M-0011-R9a-SM-9WG61,0.01957,Spinal cord (cervical c-1) 
GTEX-1EU9M-2926-SM-793DF,0,Cerebellum 
GTEX-1EWIQ-0011-R1a-SM-9OSX7,0.02537,Hippocampus 
GTEX-1EWIQ-0011-R6a-SM-ARU8G,0,Nucleus accumbens (basal ganglia) 
GTEX-1EWIQ-0011-R9a-SM-ARL8L,0,Spinal cord (cervical c-1) 
GTEX-1EWIQ-3026-SM-7IGOJ,0,Cerebellum 
GTEX-1EWIQ-3126-SM-7MXTI,0.047,Cortex 
GTEX-1EX96-0011-R10b-SM-CE6QR,0,Frontal Cortex (BA9) 
GTEX-1EX96-0011-R1a-SM-CE6R5,0.0162,Hippocampus 
GTEX-1EX96-0011-R3b-SM-ARZMH,0.02545,Anterior cingulate cortex (BA24) 
GTEX-1EX96-0011-R4a-SM-ARU82,0,Amygdala 
GTEX-1EX96-0011-R5a-SM-ARU83,0,Caudate (basal ganglia) 
GTEX-1EX96-0011-R6a-SM-9OSVV,0,Nucleus accumbens (basal ganglia) 
GTEX-1EX96-0011-R7a-SM-9OSVW,0.01143,Putamen (basal ganglia) 
GTEX-1EX96-3026-SM-7RHH5,0,Cortex 
GTEX-1EX96-3126-SM-9JGGC,0,Cerebellum 
GTEX-1F48J-0011-R10a-SM-9QEIB,0,Frontal Cortex (BA9) 
GTEX-1F48J-0011-R11b-SM-9OSWV,0.0665,Cerebellar Hemisphere 
GTEX-1F48J-0011-R1a-SM-9QEIC,0,Hippocampus 
GTEX-1F48J-0011-R2a-SM-CL535,0,Substantia nigra 
GTEX-1F48J-0011-R3b-SM-9OSVY,0,Anterior cingulate cortex (BA24) 
GTEX-1F48J-0011-R4b-SM-9OSVX,0,Amygdala 
GTEX-1F48J-0011-R5b-SM-9OSVZ,0,Caudate (basal ganglia) 
GTEX-1F48J-0011-R6a-SM-CJI2F,0,Nucleus accumbens (basal ganglia) 
GTEX-1F48J-0011-R7a-SM-CJI2G,0,Putamen (basal ganglia) 
GTEX-1F48J-0011-R8a-SM-9OSWW,0.01469,Hypothalamus 
GTEX-1F48J-2726-SM-7P8PW,0.08527,Cerebellum 
GTEX-1F48J-2826-SM-7P8R4,0.0147,Cortex 
GTEX-1F52S-0011-R11a-SM-CJI23,0.02029,Cerebellar Hemisphere 
GTEX-1F52S-0011-R3a-SM-CKZNI,0.01721,Anterior cingulate cortex (BA24) 
GTEX-1F52S-0011-R5a-SM-CJI22,0,Caudate (basal ganglia) 
GTEX-1F52S-0011-R7b-SM-9QEH8,0.01786,Putamen (basal ganglia) 
GTEX-1F52S-0011-R8a-SM-9OSXA,0.01298,Hypothalamus 
GTEX-1F52S-0011-R9a-SM-9WG62,0,Spinal cord (cervical c-1) 
GTEX-1F52S-3026-SM-7P8PV,0,Cerebellum 
GTEX-1F52S-3126-SM-7PC3M,0.01332,Cortex 
GTEX-1F6I4-0011-R10b-SM-9OSWT,0,Frontal Cortex (BA9) 
GTEX-1F6I4-0011-R11b-SM-9OSWS,0,Cerebellar Hemisphere 
GTEX-1F6I4-0011-R1a-SM-9OSWU,0,Hippocampus 
GTEX-1F6I4-0011-R2a-SM-CL536,0.01864,Substantia nigra 
GTEX-1F6I4-0011-R3a-SM-9QEH9,0,Anterior cingulate cortex (BA24) 
GTEX-1F6I4-0011-R5b-SM-9QEHA,0,Caudate (basal ganglia) 
GTEX-1F6I4-0011-R6a-SM-CE6R4,0.0119,Nucleus accumbens (basal ganglia) 
GTEX-1F6I4-0011-R7a-SM-CJI24,0.01135,Putamen (basal ganglia) 
GTEX-1F6I4-0011-R8a-SM-9QEIA,0.01443,Hypothalamus 
GTEX-1F6I4-0011-R9a-SM-CMKFU,0,Spinal cord (cervical c-1) 
GTEX-1F6I4-3026-SM-7P8SI,0,Cerebellum 
GTEX-1F6I4-3126-SM-7P8SD,0.08303,Cortex 
GTEX-1F6IF-0011-R10a-SM-9QEIN,0,Frontal Cortex (BA9) 
GTEX-1F6IF-0011-R1b-SM-9WG78,0.02394,Hippocampus 
GTEX-1F6IF-0011-R2b-SM-9QEHB,0,Substantia nigra 
GTEX-1F6IF-0011-R4b-SM-CKZNJ,0.01517,Amygdala 
GTEX-1F6IF-0011-R5b-SM-CM2RH,0,Caudate (basal ganglia) 
GTEX-1F6IF-0011-R6a-SM-9QEIO,0,Nucleus accumbens (basal ganglia) 
GTEX-1F6IF-0011-R8a-SM-9OSX5,0.0276,Hypothalamus 
GTEX-1F6IF-3026-SM-7P8QN,0.01419,Cerebellum 
GTEX-1F6RS-3126-SM-9MQK7,0,Cortex 
GTEX-1F75A-0011-R11a-SM-AHZ35,0.01606,Cerebellar Hemisphere 
GTEX-1F75A-0011-R1b-SM-CE6RA,0.01843,Hippocampus 
GTEX-1F75A-0011-R3b-SM-ARL8K,0,Anterior cingulate cortex (BA24) 
GTEX-1F75A-0011-R4a-SM-ARL8J,0,Amygdala 
GTEX-1F75A-0011-R5a-SM-ARZMJ,0,Caudate (basal ganglia) 
GTEX-1F75A-0011-R6b-SM-9QEHD,0,Nucleus accumbens (basal ganglia) 
GTEX-1F75A-0011-R7b-SM-9QEHE,0,Putamen (basal ganglia) 
GTEX-1F75A-0011-R8a-SM-CL539,0,Hypothalamus 
GTEX-1F75A-2926-SM-7MXVN,0,Cerebellum 
GTEX-1F75A-3026-SM-9KNU2,0,Cortex 
GTEX-1F75B-0011-R2a-SM-ARL8I,0.01393,Substantia nigra 
GTEX-1F75B-0011-R5a-SM-9QEHC,0,Caudate (basal ganglia) 
GTEX-1F75B-0011-R6a-SM-ARZMI,0.01707,Nucleus accumbens (basal ganglia) 
GTEX-1F75B-0011-R7a-SM-ARU84,0,Putamen (basal ganglia) 
GTEX-1F75B-3026-SM-7PBZ7,0.02673,Cortex 
GTEX-1F75W-0011-R10b-SM-ARU7Z,0.01473,Frontal Cortex (BA9) 
GTEX-1F75W-0011-R11b-SM-AHZ34,0,Cerebellar Hemisphere 
GTEX-1F75W-0011-R1a-SM-ARU81,0.01487,Hippocampus 
GTEX-1F75W-0011-R5b-SM-9QEGV,0,Caudate (basal ganglia) 
GTEX-1F75W-0011-R6a-SM-9QEI5,0,Nucleus accumbens (basal ganglia) 
GTEX-1F75W-0011-R7a-SM-9QEI6,0.01424,Putamen (basal ganglia) 
GTEX-1F75W-0011-R8a-SM-9QEI4,0,Hypothalamus 
GTEX-1F75W-3126-SM-7P8SJ,0.1482,Cerebellum 
GTEX-1F7RK-0011-R10b-SM-ARU7Y,0.01635,Frontal Cortex (BA9) 
GTEX-1F7RK-0011-R11b-SM-9QEI2,0,Cerebellar Hemisphere 
GTEX-1F7RK-0011-R3b-SM-9OSWJ,0,Anterior cingulate cortex (BA24) 
GTEX-1F7RK-0011-R4b-SM-9QEI7,0,Amygdala 
GTEX-1F7RK-0011-R5b-SM-9WG5S,0,Caudate (basal ganglia) 
GTEX-1F7RK-0011-R6b-SM-ARZMG,0,Nucleus accumbens (basal ganglia) 
GTEX-1F7RK-1826-SM-7RHI4,0.01706,Cortex 
GTEX-1F88E-0011-R6a-SM-CKZNW,0,Nucleus accumbens (basal ganglia) 
GTEX-1F88E-0011-R8a-SM-CJI2H,0,Hypothalamus 
GTEX-1F88E-2826-SM-7RHHE,0.01363,Cortex 
GTEX-1F88F-0011-R9b-SM-9WG7L,0,Spinal cord (cervical c-1) 
GTEX-1GF9V-0011-R10b-SM-CKZNP,0.05964,Frontal Cortex (BA9) 
GTEX-1GF9V-0011-R1a-SM-CKZNQ,0,Hippocampus 
GTEX-1GF9V-0011-R5a-SM-9QEI8,0,Caudate (basal ganglia) 
GTEX-1GF9V-0011-R6b-SM-CJI2Q,0,Nucleus accumbens (basal ganglia) 
GTEX-1GF9V-0011-R7a-SM-CJI2R,0.03297,Putamen (basal ganglia) 
GTEX-1GF9V-0011-R8b-SM-CE6RB,0.03649,Hypothalamus 
GTEX-1GF9V-0011-R9a-SM-CL53K,0.02072,Spinal cord (cervical c-1) 
GTEX-1GF9V-2926-SM-7PBXO,0.02534,Cortex 
GTEX-1GF9V-3026-SM-7P8R8,0,Cerebellum 
GTEX-1GF9W-0011-R10a-SM-9OSXH,0,Frontal Cortex (BA9) 
GTEX-1GF9W-0011-R11b-SM-9OSXG,0.02061,Cerebellar Hemisphere 
GTEX-1GF9W-0011-R1a-SM-9QEIQ,0,Hippocampus 
GTEX-1GF9W-0011-R3b-SM-CJI2S,0.01299,Anterior cingulate cortex (BA24) 
GTEX-1GF9W-0011-R4a-SM-CE6RH,0.01482,Amygdala 
GTEX-1GF9W-0011-R5a-SM-CKZO4,0,Caudate (basal ganglia) 
GTEX-1GF9W-0011-R6b-SM-9QEIE,0.0108,Nucleus accumbens (basal ganglia) 
GTEX-1GF9W-0011-R7b-SM-9QEIF,0,Putamen (basal ganglia) 
GTEX-1GF9W-0011-R8b-SM-9QEIR,0,Hypothalamus 
GTEX-1GF9W-0011-R9b-SM-9WG7J,0,Spinal cord (cervical c-1) 
GTEX-1GF9W-2626-SM-7P8TA,0.08494,Cortex 
GTEX-1GF9W-2726-SM-9JGGW,0,Cerebellum 
GTEX-1GMR8-0011-R10a-SM-CJI21,0,Frontal Cortex (BA9) 
GTEX-1GMR8-0011-R11b-SM-9OSX2,0.022,Cerebellar Hemisphere 
GTEX-1GMR8-0011-R1b-SM-CJI2O,0,Hippocampus 
GTEX-1GMR8-0011-R2a-SM-CE6RD,0.0122,Substantia nigra 
GTEX-1GMR8-0011-R3b-SM-9QEIG,0,Anterior cingulate cortex (BA24) 
GTEX-1GMR8-0011-R4a-SM-9OSX1,0,Amygdala 
GTEX-1GMR8-0011-R5b-SM-9QEIH,0,Caudate (basal ganglia) 
GTEX-1GMR8-0011-R6b-SM-CE6RC,0.02037,Nucleus accumbens (basal ganglia) 
GTEX-1GMR8-0011-R7b-SM-CJI2I,0,Putamen (basal ganglia) 
GTEX-1GMR8-0011-R8a-SM-CKZNX,0,Hypothalamus 
GTEX-1GMR8-3026-SM-9KNVF,0.01472,Cortex 
GTEX-1GMRU-0011-R10b-SM-CJI2L,0.01551,Frontal Cortex (BA9) 
GTEX-1GMRU-0011-R11b-SM-C1YQ4,0,Cerebellar Hemisphere 
GTEX-1GMRU-0011-R5a-SM-CKZNS,0,Caudate (basal ganglia) 
GTEX-1GMRU-0011-R6b-SM-A9G3B,0,Nucleus accumbens (basal ganglia) 
GTEX-1GMRU-0011-R7b-SM-A96TJ,0,Putamen (basal ganglia) 
GTEX-1GMRU-3026-SM-7P8TC,0.05074,Cortex 
GTEX-1GN1U-0011-R10b-SM-CKZNH,0,Frontal Cortex (BA9) 
GTEX-1GN1U-0011-R1a-SM-CJI25,0.03299,Hippocampus 
GTEX-1GN1U-0011-R2a-SM-CL53A,0.01254,Substantia nigra 
GTEX-1GN1U-0011-R5a-SM-9QEIS,0,Caudate (basal ganglia) 
GTEX-1GN1U-0011-R6a-SM-CKZNO,0,Nucleus accumbens (basal ganglia) 
GTEX-1GN1U-0011-R8a-SM-CL537,0.01331,Hypothalamus 
GTEX-1GN1U-0011-R9b-SM-CMKFW,0,Spinal cord (cervical c-1) 
GTEX-1GN1V-0011-R10a-SM-CKZNU,0,Frontal Cortex (BA9) 
GTEX-1GN1V-0011-R8a-SM-CKZNV,0,Hypothalamus 
GTEX-1GN1V-3126-SM-7PBZG,0.01083,Cortex 
GTEX-1GN2E-0011-R10a-SM-CE6RI,0,Frontal Cortex (BA9) 
GTEX-1GN2E-0011-R1b-SM-CE6RJ,0,Hippocampus 
GTEX-1GN2E-0011-R2a-SM-9WG7D,0.02196,Substantia nigra 
GTEX-1GN2E-0011-R5b-SM-CJI2M,0,Caudate (basal ganglia) 
GTEX-1GN2E-0011-R6b-SM-9QEII,0,Nucleus accumbens (basal ganglia) 
GTEX-1GN2E-0011-R7b-SM-9QEIJ,0,Putamen (basal ganglia) 
GTEX-1GN2E-0011-R8a-SM-CE6RK,0.03205,Hypothalamus 
GTEX-1GN2E-0011-R9b-SM-9WG7F,0,Spinal cord (cervical c-1) 
GTEX-1GN2E-3026-SM-9WG6I,0,Cortex 
GTEX-1GN73-0011-R10b-SM-CKZNR,0,Frontal Cortex (BA9) 
GTEX-1GN73-0011-R11b-SM-9OSX4,0,Cerebellar Hemisphere 
GTEX-1GN73-0011-R1a-SM-CKZNT,0,Hippocampus 
GTEX-1GN73-0011-R2a-SM-CJI2V,0.02869,Substantia nigra 
GTEX-1GN73-0011-R3b-SM-9QEIL,0,Anterior cingulate cortex (BA24) 
GTEX-1GN73-0011-R4b-SM-9QEIK,0,Amygdala 
GTEX-1GN73-0011-R5a-SM-9QEIM,0,Caudate (basal ganglia) 
GTEX-1GN73-0011-R6b-SM-CJI2T,0.01525,Nucleus accumbens (basal ganglia) 
GTEX-1GN73-0011-R7a-SM-CJI2U,0,Putamen (basal ganglia) 
GTEX-1GN73-0011-R8b-SM-CKZNY,0,Hypothalamus 
GTEX-1GN73-0011-R9a-SM-CKZO5,0,Spinal cord (cervical c-1) 
GTEX-1GN73-3026-SM-7MXV8,0.03217,Cerebellum 
GTEX-1GN73-3126-SM-9KNTY,0,Cortex 
GTEX-1GPI6-0011-R5a-SM-CJI2W,0,Caudate (basal ganglia) 
GTEX-1GTWX-0011-R10b-SM-CJI2X,0,Frontal Cortex (BA9) 
GTEX-1GTWX-0011-R11b-SM-C1YQJ,0.02413,Cerebellar Hemisphere 
GTEX-1GTWX-0011-R1a-SM-CE6RL,0.03107,Hippocampus 
GTEX-1GTWX-0011-R2b-SM-ADEH5,0.01366,Substantia nigra 
GTEX-1GTWX-0011-R3b-SM-CJI2Z,0.01329,Anterior cingulate cortex (BA24) 
GTEX-1GTWX-0011-R4a-SM-C1YQI,0.0133,Amygdala 
GTEX-1GTWX-0011-R5b-SM-CKZO6,0.01864,Caudate (basal ganglia) 
GTEX-1GTWX-0011-R6a-SM-A96RN,0,Nucleus accumbens (basal ganglia) 
GTEX-1GTWX-0011-R7a-SM-A96RO,0,Putamen (basal ganglia) 
GTEX-1GTWX-0011-R8a-SM-CE6RM,0,Hypothalamus 
GTEX-1GTWX-0011-R9a-SM-ADEH4,0,Spinal cord (cervical c-1) 
GTEX-1GTWX-2926-SM-7MXV4,0.05619,Cerebellum 
GTEX-1GZ2Q-0011-R10b-SM-CE6RN,0,Frontal Cortex (BA9) 
GTEX-1GZ2Q-0011-R1a-SM-CJI2Y,0,Hippocampus 
GTEX-1GZ2Q-0011-R2b-SM-9OSWO,0.008784,Substantia nigra 
GTEX-1GZ2Q-0011-R3a-SM-A96RP,0.01891,Anterior cingulate cortex (BA24) 
GTEX-1GZ2Q-0011-R5a-SM-A96RQ,0,Caudate (basal ganglia) 
GTEX-1GZ2Q-0011-R6a-SM-9OSWM,0.01511,Nucleus accumbens (basal ganglia) 
GTEX-1GZ2Q-0011-R7b-SM-9OSWN,0,Putamen (basal ganglia) 
GTEX-1GZ2Q-0011-R8a-SM-CE6RO,0.01942,Hypothalamus 
GTEX-1GZ2Q-0011-R9a-SM-9WG7A,0.01558,Spinal cord (cervical c-1) 
GTEX-1GZ2Q-3026-SM-9JGG3,0,Cerebellum 
GTEX-1GZ2Q-3226-SM-9WG6L,0,Cortex 
GTEX-1GZ4I-0011-R10a-SM-9OSX3,0.04588,Frontal Cortex (BA9) 
GTEX-1GZ4I-0011-R11b-SM-9OSWR,0.04058,Cerebellar Hemisphere 
GTEX-1GZ4I-0011-R3b-SM-9OSWP,0.01172,Anterior cingulate cortex (BA24) 
GTEX-1GZ4I-0011-R4a-SM-9QEI9,0.01402,Amygdala 
GTEX-1GZ4I-0011-R5a-SM-9OSWQ,0,Caudate (basal ganglia) 
GTEX-1GZ4I-0011-R6b-SM-9WG77,0.02722,Nucleus accumbens (basal ganglia) 
GTEX-1GZ4I-0011-R7b-SM-ARU71,0,Putamen (basal ganglia) 
GTEX-1GZ4I-0011-R8b-SM-9WG76,0,Hypothalamus 
GTEX-1GZ4I-0011-R9b-SM-B2LY8,0,Spinal cord (cervical c-1) 
GTEX-1GZ4I-2926-SM-9JGGO,0,Cerebellum 
GTEX-1GZ4I-3026-SM-9KNTX,0,Cortex 
GTEX-1GZHY-0011-R11a-SM-C1YRQ,0.04382,Cerebellar Hemisphere 
GTEX-1GZHY-0011-R1a-SM-CE6RR,0.01594,Hippocampus 
GTEX-1GZHY-0011-R6a-SM-9OSWL,0,Nucleus accumbens (basal ganglia) 
GTEX-1GZHY-0011-R8b-SM-9OSWK,0.009549,Hypothalamus 
GTEX-1GZHY-0011-R9a-SM-9WG5R,0.01691,Spinal cord (cervical c-1) 
GTEX-1GZHY-3026-SM-7MXVA,0,Cerebellum 
GTEX-1GZHY-3126-SM-9QEHH,0,Cortex 
GTEX-1H1CY-0011-R10a-SM-CE6SD,0,Frontal Cortex (BA9) 
GTEX-1H1CY-0011-R11a-SM-C1YQR,0,Cerebellar Hemisphere 
GTEX-1H1CY-0011-R1a-SM-CKZOZ,0,Hippocampus 
GTEX-1H1CY-0011-R4b-SM-CJI3G,0,Amygdala 
GTEX-1H1CY-0011-R5a-SM-CM2SN,0,Caudate (basal ganglia) 
GTEX-1H1CY-0011-R6b-SM-CE6RP,0,Nucleus accumbens (basal ganglia) 
GTEX-1H1CY-0011-R7a-SM-CJI32,0.02047,Putamen (basal ganglia) 
GTEX-1H1CY-0011-R8b-SM-CJI31,0,Hypothalamus 
GTEX-1H1CY-3026-SM-9OSW7,0,Cerebellum 
GTEX-1H1DF-0011-R9b-SM-CM2RN,0,Spinal cord (cervical c-1) 
GTEX-1H1DG-0011-R10b-SM-CE6S7,0,Frontal Cortex (BA9) 
GTEX-1H1DG-0011-R11a-SM-C1YQK,0.04339,Cerebellar Hemisphere 
GTEX-1H1DG-0011-R1b-SM-CKZP1,0,Hippocampus 
GTEX-1H1DG-0011-R2a-SM-ADEIQ,0,Substantia nigra 
GTEX-1H1DG-0011-R4a-SM-CE6RQ,0,Amygdala 
GTEX-1H1DG-0011-R5b-SM-CJI33,0,Caudate (basal ganglia) 
GTEX-1H1DG-0011-R6a-SM-A9SK8,0.029,Nucleus accumbens (basal ganglia) 
GTEX-1H1DG-0011-R7b-SM-A96RR,0,Putamen (basal ganglia) 
GTEX-1H1DG-0011-R8a-SM-CL54Z,0,Hypothalamus 
GTEX-1H1DG-0011-R9b-SM-ACKVB,0.01293,Spinal cord (cervical c-1) 
GTEX-1H1DG-2826-SM-9JGHB,0,Cerebellum 
GTEX-1H1DG-2926-SM-9WYU3,0,Cortex 
GTEX-1H1ZS-0011-R10b-SM-A9SK9,0.01481,Frontal Cortex (BA9) 
GTEX-1H1ZS-0011-R11a-SM-C1YQM,0.04911,Cerebellar Hemisphere 
GTEX-1H1ZS-0011-R1b-SM-A9G1E,0,Hippocampus 
GTEX-1H1ZS-0011-R2b-SM-CL54Q,0,Substantia nigra 
GTEX-1H1ZS-0011-R3b-SM-CE6RS,0.01738,Anterior cingulate cortex (BA24) 
GTEX-1H1ZS-0011-R4b-SM-CKZO7,0,Amygdala 
GTEX-1H1ZS-0011-R5b-SM-CL53L,0,Caudate (basal ganglia) 
GTEX-1H1ZS-0011-R6b-SM-A9G1F,0.01721,Nucleus accumbens (basal ganglia) 
GTEX-1H1ZS-0011-R7a-SM-CL54P,0,Putamen (basal ganglia) 
GTEX-1H1ZS-0011-R8b-SM-A9SKA,0,Hypothalamus 
GTEX-1H1ZS-0011-R9a-SM-CM2SO,0.04684,Spinal cord (cervical c-1) 
GTEX-1H1ZS-2926-SM-9WPP2,0,Cerebellum 
GTEX-1H1ZS-3026-SM-9KNUJ,0,Cortex 
GTEX-1H23P-0011-R10a-SM-A96RS,0,Frontal Cortex (BA9) 
GTEX-1H23P-0011-R1a-SM-ACKVC,0,Hippocampus 
GTEX-1H23P-0011-R2a-SM-CKZP3,0,Substantia nigra 
GTEX-1H23P-0011-R3b-SM-CL54S,0.01139,Anterior cingulate cortex (BA24) 
GTEX-1H23P-0011-R4b-SM-CL54R,0,Amygdala 
GTEX-1H23P-0011-R5a-SM-CKZOI,0.0315,Caudate (basal ganglia) 
GTEX-1H23P-0011-R6b-SM-A9G1H,0.01248,Nucleus accumbens (basal ganglia) 
GTEX-1H23P-0011-R7b-SM-CKZP2,0,Putamen (basal ganglia) 
GTEX-1H23P-0011-R8b-SM-A9G1G,0,Hypothalamus 
GTEX-1H23P-0011-R9a-SM-CM2T1,0,Spinal cord (cervical c-1) 
GTEX-1H23P-2926-SM-9WYU8,0,Cortex 
GTEX-1H2FU-0011-R3b-SM-CKZP4,0.01248,Anterior cingulate cortex (BA24) 
GTEX-1H2FU-0011-R4a-SM-CL551,0.009544,Amygdala 
GTEX-1H2FU-0011-R5b-SM-CL552,0,Caudate (basal ganglia) 
GTEX-1H2FU-0011-R9b-SM-CE6S4,0,Spinal cord (cervical c-1) 
GTEX-1H2FU-3126-SM-9WYUJ,0,Cortex 
GTEX-1H3NZ-0011-R11b-SM-CE6SF,0,Cerebellar Hemisphere 
GTEX-1H3NZ-0011-R1a-SM-CKZP5,0,Hippocampus 
GTEX-1H3NZ-0011-R4a-SM-CL54T,0.01963,Amygdala 
GTEX-1H3NZ-0011-R5a-SM-CM2SP,0,Caudate (basal ganglia) 
GTEX-1H3NZ-0011-R6b-SM-A9G1N,0.01577,Nucleus accumbens (basal ganglia) 
GTEX-1H3NZ-0011-R7a-SM-A9SKD,0,Putamen (basal ganglia) 
GTEX-1H3NZ-0011-R8a-SM-CKZP6,0,Hypothalamus 
GTEX-1H3NZ-0011-R9a-SM-ADEH7,0,Spinal cord (cervical c-1) 
GTEX-1H3NZ-2926-SM-9WPQ8,0.07799,Cerebellum 
GTEX-1H3NZ-3026-SM-9JGHW,0,Cortex 
GTEX-1H3O1-0011-R10a-SM-CJI3O,0.02717,Frontal Cortex (BA9) 
GTEX-1H3O1-0011-R11a-SM-A96RV,0,Cerebellar Hemisphere 
GTEX-1H3O1-0011-R1b-SM-CL554,0,Hippocampus 
GTEX-1H3O1-0011-R2b-SM-CKZOT,0.01424,Substantia nigra 
GTEX-1H3O1-0011-R3a-SM-ACKVD,0,Anterior cingulate cortex (BA24) 
GTEX-1H3O1-0011-R4b-SM-A9SKE,0,Amygdala 
GTEX-1H3O1-0011-R5b-SM-ADEH8,0,Caudate (basal ganglia) 
GTEX-1H3O1-0011-R6b-SM-CL54U,0.03225,Nucleus accumbens (basal ganglia) 
GTEX-1H3O1-0011-R7a-SM-CE6SJ,0,Putamen (basal ganglia) 
GTEX-1H3O1-0011-R8a-SM-CL555,0,Hypothalamus 
GTEX-1H3O1-0011-R9b-SM-CM2SQ,0,Spinal cord (cervical c-1) 
GTEX-1H3O1-1726-SM-9WYSR,0.03372,Cortex 
GTEX-1H3O1-1826-SM-A96TO,0,Cerebellum 
GTEX-1H3VE-0011-R10b-SM-A9SKC,0,Frontal Cortex (BA9) 
GTEX-1H3VE-0011-R11b-SM-C1YRP,0.02195,Cerebellar Hemisphere 
GTEX-1H3VE-0011-R1a-SM-A9G1K,0.02737,Hippocampus 
GTEX-1H3VE-0011-R2a-SM-CE6SA,0.01525,Substantia nigra 
GTEX-1H3VE-0011-R3a-SM-CE6SK,0.06078,Anterior cingulate cortex (BA24) 
GTEX-1H3VE-0011-R5a-SM-CKZOU,0,Caudate (basal ganglia) 
GTEX-1H3VE-0011-R6b-SM-A9G1M,0,Nucleus accumbens (basal ganglia) 
GTEX-1H3VE-0011-R7b-SM-CE6S9,0,Putamen (basal ganglia) 
GTEX-1H3VE-0011-R8b-SM-A9G1L,0,Hypothalamus 
GTEX-1H3VE-2726-SM-9WPP3,0.01686,Cortex 
GTEX-1H3VE-2826-SM-9WPOL,0,Cerebellum 
GTEX-1H4P4-0011-R10b-SM-CE6SG,0,Frontal Cortex (BA9) 
GTEX-1H4P4-0011-R11b-SM-CE6S8,0,Cerebellar Hemisphere 
GTEX-1H4P4-0011-R1b-SM-CL54V,0,Hippocampus 
GTEX-1H4P4-0011-R6a-SM-ARZLR,0.01622,Nucleus accumbens (basal ganglia) 
GTEX-1H4P4-0011-R7b-SM-ARU77,0,Putamen (basal ganglia) 
GTEX-1H4P4-2726-SM-9JGGB,0.01808,Cerebellum 
GTEX-1HB9E-0011-R10a-SM-CJI3H,0.0178,Frontal Cortex (BA9) 
GTEX-1HB9E-0011-R11b-SM-ARU79,0,Cerebellar Hemisphere 
GTEX-1HB9E-0011-R2b-SM-A96RW,0,Substantia nigra 
GTEX-1HB9E-0011-R3a-SM-ARL7D,0,Anterior cingulate cortex (BA24) 
GTEX-1HB9E-0011-R4b-SM-ARZLS,0,Amygdala 
GTEX-1HB9E-0011-R5b-SM-ARU78,0,Caudate (basal ganglia) 
GTEX-1HB9E-0011-R6b-SM-A9G1P,0.01933,Nucleus accumbens (basal ganglia) 
